"link","argentino","otro_pais"
67601116,614,129
67601117,849,40
67601201,737,16
67601202,780,38
67601203,372,10
67601204,697,24
67601205,965,26
67601206,592,10
67601207,506,12
67601208,986,26
67601209,725,114
67601210,867,38
67601211,1107,43
67601212,1186,68
67601213,17,0
67601214,1260,58
67601215,1229,96
67601216,1255,109
67601217,1567,88
67601218,810,176
67601219,1144,124
67601301,615,29
67601302,1126,54
67601303,550,14
67601304,755,39
67601305,887,59
67601306,1551,230
67601307,840,93
67601308,848,157
67601309,789,784
67601310,1224,477
67601311,1187,151
67601312,1114,57
67601313,1015,27
67601314,898,704
67601315,1519,123
67601316,678,48
67601401,852,28
67601402,976,40
67601403,1042,30
67601404,1606,73
67601405,1181,92
67601406,1743,521
67601407,1562,542
67601408,998,84
67601409,1224,100
67601410,1258,68
67601411,1054,134
67601412,1536,187
67601413,1576,111
67601414,881,71
67601415,421,8
67601501,1064,31
67601502,783,42
67601503,607,39
67601504,899,30
67601505,1592,134
67601506,910,22
67601507,1120,54
67601508,1289,44
67601509,1467,216
67601510,780,56
67601511,977,107
67601512,1167,58
67601513,980,60
67601514,869,20
67601515,682,15
67601516,758,20
67601601,979,43
67601602,894,84
67601603,1288,44
67601604,1163,33
67601605,1320,57
67601606,1499,57
67601607,1124,32
67601608,1333,36
67601609,941,16
67601610,1014,55
67601611,768,37
67601612,535,23
67601613,1177,43
67601614,1152,29
67601701,1580,63
67601702,1367,48
67601703,980,33
67601704,1085,35
67601705,1389,37
67601706,1440,26
67601707,1072,46
67601708,1501,71
67601709,975,69
67601710,1074,55
67601711,955,40
67601712,1156,28
67601713,1057,51
67601714,956,36
67601715,1214,53
67601716,799,59
67601801,1190,32
67601802,1076,33
67601803,1378,54
67601804,1624,68
67601805,915,34
67601806,923,21
67601807,1091,50
67601808,1414,170
67601809,1170,25
67601810,1067,30
67601811,1206,34
67601812,1495,37
67601813,1034,30
67601814,1144,30
67601815,1048,41
67601816,989,40
68050101,652,33
68050102,668,17
68050103,810,20
68050104,974,17
68050105,373,30
68050106,537,27
68050107,860,51
68050108,554,27
68050201,342,29
68050202,686,24
68050203,1211,147
68050204,1333,66
68050205,1621,74
68050301,212,32
68050302,435,46
68050303,1094,76
68050304,2202,128
68050305,1465,94
68050306,862,98
68050307,1388,153
68050308,815,118
68050309,503,107
68050310,443,75
68050311,1284,174
68050401,750,34
68050402,799,43
68050403,1899,127
68050404,1587,87
68050405,1760,174
68050406,1070,60
68050407,2463,205
68050408,906,46
68050409,1561,65
68050410,1670,64
68050411,1482,81
68050412,2531,111
68050501,995,56
68050502,1005,59
68050503,1225,46
68050504,668,24
68050505,860,30
68050506,907,47
68050507,1551,41
68050508,1068,44
68050509,773,28
68050510,766,60
68050511,1606,79
68050512,1554,69
68050513,1400,78
68050601,2198,39
68050602,666,126
68050603,1044,68
68050604,1067,43
68050605,544,36
68050606,543,53
68050607,281,17
68050608,769,27
68050609,924,35
68050610,877,44
68050611,850,39
68050612,919,53
68050701,444,39
68050702,733,57
68050703,1025,69
68050704,789,79
68050705,950,58
68050706,477,20
68050707,406,42
68050708,68,18
68050709,238,11
68050710,99,5
68050711,83,11
68050801,381,18
68050802,219,8
68050803,664,30
68050804,512,32
68050805,505,25
68050806,860,65
68050807,1488,114
68050808,1776,90
68050809,1749,76
68050810,777,31
68050811,1694,76
68050812,875,28
68050813,1750,344
68050814,1532,117
68050901,3,0
68050902,955,59
68050903,989,42
68050904,1992,90
68050905,2194,193
68050906,2168,272
68051001,1573,96
68051002,950,44
68051003,965,57
68051004,1748,77
68051005,807,59
68051006,1359,50
68051007,1593,72
68051008,1884,299
68051009,1710,254
68051010,1195,395
68051011,923,393
68051012,1186,95
68051013,948,53
68051101,1305,33
68051102,807,31
68051103,1856,235
68051104,1679,58
68051105,1418,39
68051106,1171,75
68051107,1529,65
68051108,2196,171
68051109,1507,241
68051110,1654,292
68051201,753,26
68051202,968,30
68051203,960,38
68051204,876,48
68051205,819,45
68051206,611,38
68051207,836,35
68051208,764,19
68051209,563,28
68051210,1754,86
68051211,1015,54
68051212,1120,94
68051213,804,37
68051214,891,38
68051301,1436,116
68051302,1520,69
68051303,1658,77
68051304,1270,53
68051305,1125,35
68051306,961,38
68051307,927,68
68051308,1988,99
68051309,1108,24
68051310,843,20
68051311,1484,173
68051312,1304,118
68051313,1200,72
68051314,1105,26
68051315,857,26
68051316,1098,53
68051317,811,45
68051318,1499,59
68051401,1412,60
68051402,970,30
68051403,1200,51
68051404,1216,89
68051405,1619,99
68051406,1030,75
68051407,1013,47
68051408,1014,64
68051409,999,79
68051410,932,67
68051411,1150,39
68051412,1134,58
68051413,1373,41
68051414,1373,60
68051415,1297,51
68051416,1827,87
68051501,819,43
68051502,811,39
68051503,1077,62
68051504,1067,45
68051505,1096,44
68051506,1626,61
68051507,1223,84
68051508,1427,88
68051509,1158,58
68051510,1165,54
68051511,1053,105
68051512,734,38
68051513,1116,87
68051601,1623,137
68051602,1677,259
68051603,1047,166
68051604,1461,384
68051605,790,73
68051606,1085,88
68051607,1105,130
68051608,1167,120
68051609,1169,69
68051610,1548,629
68051611,1129,107
68051701,1385,84
68051702,1233,85
68051703,673,33
68051704,796,55
68051705,1262,71
68051706,1361,104
68051707,1501,93
68051708,1466,83
68051709,1714,71
68051710,1484,80
68051711,1487,131
68051801,784,43
68051802,729,113
68051803,1400,120
68051804,1223,83
68051805,1093,59
68051806,838,44
68051807,832,36
68051808,1282,68
68051809,1287,80
68051810,1348,59
68051811,1283,72
68051812,1682,102
68051901,815,70
68051902,923,44
68051903,891,50
68051904,734,41
68051905,993,44
68051906,1512,134
68051907,766,40
68051908,669,37
68051909,1036,55
68051910,704,28
68051911,1480,46
68051912,1284,51
68051913,165,13
68051914,828,15
68052001,468,34
68052002,916,30
68052003,723,46
68052004,1816,86
68052005,1381,50
68052006,1466,36
68052007,2231,32
68052008,906,38
68052009,1205,73
68052010,1153,44
68052011,1335,131
68052012,998,62
68052013,1141,101
68052014,954,33
68052101,1093,88
68052102,1029,39
68052103,1890,70
68052104,1958,97
68052105,1184,53
68052106,1196,40
68052107,1108,57
68052108,1107,38
68052109,1135,53
68052110,1178,39
68052111,1318,49
68052112,1233,78
68052113,1346,66
68052114,1046,52
68052201,1621,98
68052202,1835,107
68052203,1620,157
68052204,1865,77
68052205,1819,135
68052206,1407,115
68052207,1336,47
68052208,1099,56
68052209,1453,59
68052210,905,32
68052301,1291,62
68052302,1596,65
68052303,1615,105
68052304,1616,64
68052305,1277,55
68052306,1044,51
68052307,1774,63
68052308,864,34
68052309,751,95
68052310,1457,97
68052311,764,50
68052312,5221,398
68052313,1241,54
68052314,1600,264
68052315,1430,65
68052401,1398,78
68052402,1336,163
68052403,1012,53
68052404,1178,61
68052405,1801,107
68052406,745,34
68052407,664,41
68052408,1232,68
68052409,1343,254
68052410,1372,170
68052501,1040,95
68052502,881,216
68052503,501,20
68052504,406,18
68052505,1425,75
68052506,1636,75
68052507,2137,366
68052508,918,105
68052509,811,29
68052510,830,32
68052511,1168,50
68052512,1530,86
68052601,116,11
68052602,184,10
68052603,357,27
68052604,171,6
68052605,112,15
68052606,102,11
68052607,60,4
68052608,209,5
68052609,808,46
68052610,561,36
68052611,275,22
68052612,214,14
68052613,184,21
68052614,112,3
68052615,304,44
68052616,121,22
68052617,37,1
68052618,217,19
68052619,270,63
68052620,426,46
68052621,184,18
68400101,438,13
68400102,1195,28
68400103,1884,64
68400104,1020,28
68400105,1806,76
68400106,1454,62
68400107,1505,151
68400108,729,104
68400109,1053,98
68400110,1490,110
68400111,1083,58
68400112,1160,74
68400113,1825,89
68400201,1346,48
68400202,1388,109
68400203,880,57
68400204,874,67
68400205,959,72
68400206,855,72
68400207,755,67
68400208,644,62
68400209,1126,47
68400210,812,52
68400211,892,68
68400212,1212,77
68400301,1012,96
68400302,1293,54
68400303,960,64
68400304,1264,69
68400305,1317,68
68400306,1171,106
68400307,1325,55
68400308,1496,71
68400309,962,46
68400310,834,52
68400311,1490,88
68400312,1422,71
68400401,1695,58
68400402,1790,164
68400403,963,38
68400404,729,80
68400405,847,39
68400406,838,34
68400407,905,57
68400408,438,23
68400409,835,50
68400410,1458,73
68400411,1010,55
68400412,662,28
68400413,1170,54
68400414,985,31
68400415,1237,29
68400416,1105,35
68400417,1357,37
68400501,1219,60
68400502,868,50
68400503,946,56
68400504,816,61
68400505,845,86
68400506,605,75
68400507,842,61
68400508,1223,26
68400509,670,49
68400510,892,53
68400511,1468,62
68400512,1294,48
68400601,1417,57
68400602,599,55
68400603,829,37
68400604,929,75
68400605,1040,91
68400606,1189,61
68400607,751,96
68400608,518,66
68400609,593,73
68400610,652,74
68400611,520,81
68400612,574,51
68400613,913,73
68400614,1083,86
68400615,889,75
68400616,926,108
68400701,1140,150
68400702,1050,134
68400703,771,97
68400704,773,96
68400705,643,100
68400706,752,63
68400707,865,67
68400708,944,111
68400709,908,80
68400710,1003,93
68400711,974,158
68400801,729,105
68400802,539,66
68400803,539,25
68400804,873,61
68400805,1004,50
68400806,637,66
68400807,741,48
68400808,659,34
68400809,1108,59
68400810,602,62
68400811,825,73
68400812,1015,95
68400901,918,38
68400902,573,38
68400903,803,49
68400904,695,16
68400905,538,21
68400906,691,47
68400907,727,26
68400908,615,29
68400909,606,35
68400910,808,35
68401001,1081,59
68401002,1151,71
68401003,552,30
68401004,686,35
68401005,561,27
68401006,704,32
68401007,731,33
68401008,531,38
68401009,372,21
68401010,573,27
68401011,609,34
68401012,481,33
68401013,509,52
68401101,740,49
68401102,676,60
68401103,493,24
68401104,257,50
68401105,775,45
68401106,1046,64
68401107,709,59
68401108,1078,118
68401109,789,56
68401110,1083,88
68401111,960,68
68401112,896,57
68401201,966,68
68401202,973,101
68401203,957,79
68401204,490,66
68401205,809,95
68401206,18,0
68401207,583,51
68401208,630,46
68401209,761,50
68401210,844,63
68401211,1020,49
68401301,869,81
68401302,515,57
68401303,1046,91
68401304,884,66
68401305,729,57
68401306,593,54
68401307,506,27
68401308,527,75
68401309,835,56
68401310,1157,59
68401311,728,52
68401312,923,36
68401313,438,26
68401314,562,41
68401401,934,71
68401402,623,23
68401403,680,39
68401404,1222,106
68401405,823,40
68401406,657,36
68401407,753,48
68401408,468,10
68401409,820,50
68401410,869,49
68401501,571,40
68401502,1000,61
68401503,669,42
68401504,660,30
68401505,946,60
68401506,905,85
68401507,474,25
68401508,519,25
68401509,875,45
68401510,941,34
68401511,469,23
68401512,525,29
68401513,827,49
68401514,862,58
68401601,683,40
68401602,719,33
68401603,778,32
68401604,749,44
68401605,862,40
68401606,772,65
68401607,618,22
68401608,858,27
68401609,766,45
68401610,583,28
68401611,485,20
68401612,539,28
68401613,731,38
68401614,435,28
68401701,702,31
68401702,1085,50
68401703,861,78
68401704,701,29
68401705,805,85
68401706,1142,53
68401707,623,29
68401708,788,77
68401709,524,64
68401710,698,45
68401711,531,41
68401712,602,37
68401713,529,52
68401801,440,3
68401802,680,36
68401803,475,17
68401804,470,25
68401805,420,24
68401806,864,74
68401807,951,65
68401808,1101,60
68401809,948,99
68401810,986,92
68401811,591,51
68401812,604,40
68401813,923,74
68401814,688,57
68401901,446,33
68401902,596,43
68401903,861,56
68401904,1165,64
68401905,919,49
68401906,1124,81
68401907,720,38
68401908,928,66
68401909,723,49
68401910,551,48
68401911,956,62
68401912,841,68
68402001,766,49
68402002,765,76
68402003,1034,98
68402004,961,66
68402005,885,80
68402006,898,58
68402007,792,69
68402008,753,42
68402009,920,85
68402010,699,43
68402011,1068,64
68402101,701,56
68402102,569,53
68402103,408,58
68402104,624,74
68402105,644,76
68402106,1028,109
68402107,975,109
68402108,962,104
68402109,1233,117
68402110,1255,89
68402201,1231,88
68402202,878,93
68402203,986,85
68402204,869,86
68402205,801,80
68402206,902,82
68402207,1031,89
68402208,1094,155
68402301,682,62
68402302,752,85
68402303,476,39
68402304,593,70
68402305,965,100
68402306,527,60
68402307,519,62
68402308,1367,172
68402309,639,70
68402310,861,84
68402401,987,53
68402402,724,91
68402403,537,50
68402404,676,84
68402405,876,84
68402406,859,66
68402407,845,72
68402408,658,63
68402409,667,91
68402410,482,43
68402501,369,91
68402502,184,35
68402503,518,107
68402504,722,192
68402505,454,93
68402506,905,453
68402507,438,61
68402508,550,27
68402509,566,37
68402510,896,62
68402511,650,174
68402601,1552,202
68402602,3433,215
68402603,1180,82
68402604,463,41
68402605,1000,43
68402606,3094,177
68402607,283,290
68402608,14,2
68402701,642,92
68402702,944,282
68402703,874,250
68402704,943,185
68402705,240,22
68402706,356,38
68402707,719,52
68402708,746,130
68402709,717,124
68402710,880,158
68402711,602,101
68402712,900,101
68402713,776,71
68402801,955,79
68402802,821,115
68402803,662,54
68402804,800,91
68402805,1086,185
68402806,838,90
68402807,1098,110
68402808,673,35
68402809,817,122
68402810,657,88
68402811,958,135
68402901,887,125
68402902,662,109
68402903,1417,159
68402904,851,86
68402905,1045,129
68402906,626,67
68402907,901,86
68402908,762,74
68402909,940,89
68402910,1069,68
68402911,510,43
68403001,645,81
68403002,439,46
68403003,691,82
68403004,781,76
68403005,437,51
68403006,561,114
68403007,594,97
68403008,908,86
68403009,595,33
68403010,481,45
68403011,764,43
68403012,434,37
68403013,469,22
68403101,196,188
68403102,820,165
68403103,816,73
68403104,600,148
68403105,683,316
68403106,717,319
68403107,696,128
68403108,823,83
68403109,951,104
68403110,732,66
68403201,376,36
68403202,767,108
68403203,621,59
68403204,772,118
68403205,724,161
68403206,643,110
68403207,798,67
68403208,827,111
68403209,746,148
68610101,653,46
68610102,452,25
68610103,547,42
68610104,719,41
68610105,733,50
68610106,518,41
68610107,525,41
68610108,695,50
68610109,661,51
68610110,520,30
68610111,444,62
68610201,747,86
68610202,463,128
68610203,321,52
68610204,845,82
68610205,425,53
68610206,371,57
68610207,505,52
68610208,279,22
68610209,803,71
68610210,833,91
68610211,676,75
68610212,492,36
68610301,634,53
68610302,524,73
68610303,742,42
68610304,746,39
68610305,514,41
68610306,464,23
68610307,491,38
68610308,552,44
68610309,321,21
68610310,444,22
68610311,559,61
68610401,454,36
68610402,470,30
68610403,478,39
68610404,295,27
68610405,495,44
68610406,562,76
68610407,771,64
68610408,388,24
68610409,547,49
68610410,642,60
68610411,444,40
68610501,547,58
68610502,395,33
68610503,502,55
68610504,641,65
68610505,587,44
68610506,0,0
68610507,486,37
68610508,949,74
68610509,616,49
68610601,220,27
68610602,406,23
68610603,693,42
68610604,531,26
68610605,280,9
68610606,551,49
68610607,508,44
68610608,295,40
68610609,534,47
68610610,871,41
68610611,324,20
68610701,698,85
68610702,473,28
68610703,481,40
68610704,663,57
68610705,701,50
68610706,435,37
68610707,647,37
68610708,631,49
68610709,772,76
68610801,697,36
68610802,727,59
68610803,543,35
68610804,755,56
68610805,402,31
68610806,573,35
68610807,439,30
68610808,611,44
68610809,394,34
68610810,784,59
68610811,471,23
68610901,790,54
68610902,432,24
68610903,542,50
68610904,603,28
68610905,993,75
68610906,805,65
68610907,800,41
68610908,556,45
68610909,281,26
68610910,631,48
68610911,1082,68
68610912,772,65
68611001,911,52
68611002,1018,65
68611003,1005,78
68611004,911,77
68611005,907,41
68611006,865,56
68611007,811,45
68611008,869,57
68611009,711,69
68611010,764,80
68611101,920,39
68611102,701,38
68611103,758,42
68611104,580,43
68611105,577,35
68611106,894,50
68611107,1008,107
68611108,595,50
68611109,738,85
68611110,583,34
68611201,624,36
68611202,694,42
68611203,471,31
68611204,499,47
68611205,828,71
68611206,634,43
68611207,845,52
68611208,863,49
68611209,789,61
68611301,396,21
68611302,497,39
68611303,504,40
68611304,679,21
68611305,664,48
68611306,894,53
68611307,666,27
68611308,624,36
68611309,878,68
68611401,569,31
68611402,475,29
68611403,574,47
68611404,791,47
68611405,507,36
68611406,462,31
68611407,821,47
68611408,679,54
68611409,893,64
68611410,607,48
68611411,317,23
68611412,413,33
68611501,481,35
68611502,549,38
68611503,918,66
68611504,220,14
68611505,358,20
68611506,673,39
68611507,706,52
68611508,827,29
68611509,493,21
68611510,949,71
68611601,560,21
68611602,510,23
68611603,720,46
68611604,832,55
68611605,810,57
68611606,777,38
68611607,839,55
68611608,728,40
68611609,1002,60
68611610,865,47
68611611,799,44
68611701,877,63
68611702,845,60
68611703,668,78
68611704,591,43
68611705,703,31
68611706,729,40
68611707,937,97
68611708,899,59
68611709,808,87
68611801,989,72
68611802,927,83
68611803,751,133
68611804,662,41
68611805,530,33
68611806,903,71
68611807,777,92
68611808,810,48
68611809,830,83
68611810,969,58
68611901,740,47
68611902,269,16
68611903,679,45
68611904,770,49
68611905,926,41
68611906,814,35
68611907,854,67
68611908,723,47
68611909,804,54
68611910,722,50
68611911,862,73
68611912,975,70
68611913,598,44
68611914,695,67
68611915,492,46
68612001,828,129
68612002,625,77
68612003,795,113
68612004,701,94
68612005,754,104
68612006,777,135
68612007,678,112
68612008,550,51
68612101,949,59
68612102,730,55
68612103,807,54
68612104,850,54
68612105,759,45
68612106,952,67
68612107,879,86
68612108,1022,74
68612109,709,55
68612201,833,52
68612202,903,72
68612203,890,45
68612204,776,61
68612205,933,43
68612206,835,61
68612207,915,83
68612208,946,92
68612209,584,52
68612210,618,44
68612211,531,65
68612212,520,52
68612301,1252,102
68612302,1041,124
68612303,1119,99
68612304,1091,78
68612305,1426,64
68612306,438,50
68612307,1152,122
68612308,605,45
68612309,731,56
68612401,1039,105
68612402,1086,78
68612403,698,42
68612404,658,42
68612405,1030,110
68612406,720,76
68612407,1186,71
68612408,1040,60
68612409,859,60
